mr,ref
"inform(name[Dirt: Showdown], genres[driving/racing, sport], player_perspective[first person, third person], has_multiplayer[yes], platforms[PlayStation, Xbox, PC], available_on_steam[no], has_linux_release[no], has_mac_release[no])","Dirt: Showdown is a game that I'm currently playing on my Xbox. I am pretty sure you could get it on PlayStation and the PC, too. It is a sport driving/racing game. I love that is is multiplayer and you can view the race by first or third person. Sadly, it is not avialable on Steam, Linux, or Mac."
"inform(name[A Way Out], release_year[2018], rating[good], genres[action-adventure], platforms[PlayStation, Xbox, PC], available_on_steam[no], has_linux_release[no], has_mac_release[no])","A Way Out is a fun action-adventure game from 2018. The game is available for PlayStation, Xbox, or PC. Mac, Linux, and Steam do not have the game."
"inform(name[TrackMania Turbo], release_year[2016], rating[good], genres[arcade, driving/racing], player_perspective[first person, third person], has_multiplayer[yes])",TrackMania Turbo is a good arcade racing game from 2016. Players can compete with one another in multiplayer mode with both first and third person perspectives.
"inform(name[Assassin's Creed Chronicles: India], rating[poor], genres[action-adventure, platformer], platforms[PlayStation, Xbox, PC], has_linux_release[no], has_mac_release[no])","If you like action-adventure platformer games then you might want to try Assassin's Creed Chronicles: India despite the poor rating. It is released on the PlayStation, Xbox and PC but unfortunately has no support for Linux or Mac."
"inform(name[Diablo II], release_year[2000], developer[Blizzard North], genres[hack-and-slash, role-playing], player_perspective[bird view])",Blizzard North released Diablo II in 2000. It's a hack-and-slash role-playing game with a bird's eye perspective.
"inform(name[Need for Speed: Shift], rating[average], genres[driving/racing, simulation], player_perspective[first person, third person], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[no], has_mac_release[no])","Need for Speed: Shift is an okay racing simulator. With either first person or third person view, you can enjoy driving on PlayStation, Xbox, or PC. Although you will find it on Steam, there is no Mac or Linux release."
"inform(name[Guitar Hero: Smash Hits], genres[music], player_perspective[first person], has_multiplayer[yes])",Guitar Hero: Smash Hits is a first person music game that has multiplayer.
"inform(name[Age of Wonders II: The Wizard's Throne], genres[role-playing, turn-based strategy], platforms[PC], available_on_steam[yes])",Age of Wonders II: The Wizard's Throne is a turn-based role-playing strategy game for PC only. It is available on Steam.
"inform(name[Little Big Adventure], release_year[1994], developer[Adeline Software International], esrb[T (for Teen)], rating[average], genres[action-adventure], player_perspective[third person], has_multiplayer[no])",Little Big Adventure is an average third person action-adventure game with no multiplayer that is rated T (for Teen). It was developed by Adeline Software International and released in 1994.
"inform(name[Anthem], exp_release_date[February 22, 2019], genres[action-adventure, role-playing, shooter], player_perspective[third person], has_multiplayer[yes], platforms[PlayStation, Xbox, PC])","Anthem is a third person action-adventure role-playing shooter game with multiplayer. You can play it on PlayStation, Xbox, and PC, and will be out on February 22, 2019."
"inform(name[Euro Truck Simulator], release_year[2008], rating[poor], genres[driving/racing, simulation], player_perspective[first person])",Euro Truck Simulator from 2008 was a poor driving/racing simulation game. It was first person.
"inform(name[Rocket League], release_year[2015], esrb[E (for Everyone)], genres[sport, vehicular combat], has_multiplayer[yes])","A vehicular combat game featuring sport aspects, Rocket League, was released in 2015. The game is rated E (for Everyone) and offers a multiplayer mode."
"inform(name[The Last of Us], release_year[2013], developer[Naughty Dog], esrb[M (for Mature)], genres[action-adventure, shooter], player_perspective[third person], platforms[PlayStation])","The Last of Us is a 2013 action-adventure shooter that was developed by Naughty Dog for the PlayStation. You can play this from a third person perspective. However, this game is rated M for mature audiences."
"inform(name[Life is Strange], esrb[M (for Mature)], rating[good], genres[role-playing], player_perspective[third person])",Life is Strange is a good role-playing game played in third person. It is rated M (for Mature).
"inform(name[God of War], release_year[2018], rating[excellent], genres[action-adventure, platformer, role-playing], player_perspective[third person], platforms[PlayStation])",God of War is an excellent action-adventure platformer that came out in 2018 for PlayStation. The role-playing game is third person.
"inform(name[NBA 2K19], exp_release_date[September 11, 2018], developer[Visual Concepts], genres[sport])","NBA 2K19 is a sports game that will be released on September 11, 2018 by the developer Visual Concepts."
"inform(name[Undertale], rating[excellent], genres[adventure, indie, role-playing], platforms[PlayStation, Nintendo Switch, PC], available_on_steam[yes], has_linux_release[yes], has_mac_release[yes])","Undertale is an indie adventure role-playing game with an excellent rating. It's available on PlayStation, Nintendo Switch, and PC. You can also buy this game on the Steam store. If you were wondering if this game has a Linux or Mac release, the answer is yes and yes."
"inform(name[Outlast II], release_year[2017], rating[average], genres[adventure, indie], has_multiplayer[no], platforms[PlayStation, Xbox, Nintendo Switch, PC], has_linux_release[no], has_mac_release[yes])","If you're looking for an indie adventure game with decent reviews, you should try Outlast II. It came out in 2017 on PlayStation, Xbox, and Nintendo Switch. It's also on PC and Mac but not on Linux. It's single-player only."
"inform(name[Mafia], genres[driving/racing, fighting, shooter], has_multiplayer[no], platforms[PlayStation, Xbox, PC], available_on_steam[yes], has_linux_release[no], has_mac_release[no])","Mafia is a driving and fighting shooter game that was released for PlayStation, Xbox, and PC. It is available on Steam. It does not have multiplayer support and is not available on Mac or Linux."
"inform(name[Super Bomberman], release_year[1993], developer[Hudson Soft], esrb[E (for Everyone)], rating[average], genres[action, strategy], player_perspective[bird view], has_multiplayer[no])",Super Bomberman is a bird's eye view action strategy game developed by Hudson Soft and released in 1993. The game has an E (for Everyone) rating and received average reviews from players. The game has no multiplayer support.
"inform(name[Driver], release_year[1999], developer[Reflections Interactive], genres[driving/racing, simulation], platforms[PlayStation, PC], has_linux_release[no], has_mac_release[yes])","Maybe try Driver, it's a driving simulator released in 1999 by Reflections Interactive. It's available on PlayStation and PC with support for Mac but not Linux."
"inform(name[Alan Wake's American Nightmare], release_year[2012], esrb[T (for Teen)], rating[poor], genres[action-adventure, shooter], player_perspective[third person])","Alan Wake's American Nightmare is a third person shooter from 2012. It is an action-adventure with a T (for Teen). Unfortunately, its reviews were pretty poor."
"inform(name[Euro Truck Simulator], rating[poor], genres[driving/racing, simulation], has_multiplayer[no], platforms[PC], available_on_steam[yes], has_linux_release[no], has_mac_release[yes])","Euro Truck Simulator driving/racing, simulation game with no multiplayer. It's out on PC, Steam, and Mac with no Linux release. It got poor reviews."
"inform(name[Outlast II], rating[average], genres[adventure, indie], platforms[PlayStation, Xbox, Nintendo Switch, PC], has_linux_release[no], has_mac_release[yes])","Outlast II is an indie adventure game with average ratings for PlayStation, Xbox, Nintendo Switch, and PC. It is supported on Mac, but it is not on Linux."
"inform(name[Tony Hawk's Pro Skater 3], release_year[2001], developer[Neversoft Entertainment], genres[sport], player_perspective[third person])",Tony Hawk's Pro Skater 3 is a sports game that was released in 2001 from Neversoft Entertainment. It is played primarily in third person view.
"inform(name[Assassin's Creed II], developer[Ubisoft Montreal], genres[action-adventure, platformer], player_perspective[third person])",Assassin's Creed II is an action-adventure platformer that was released by Ubisoft Montreal. It is played in the third person.
"inform(name[Spider-Man], exp_release_date[September 7, 2018], developer[Insomniac Games], genres[action-adventure], player_perspective[third person], platforms[PlayStation])","Insomniac Games should release Spider-Man on September 7, 2018. It will be a third person action-adventure game for PlayStation."
"inform(name[Age of Wonders II: The Wizard's Throne], release_year[2002], rating[poor], genres[role-playing, turn-based strategy], platforms[PC], has_linux_release[no], has_mac_release[no])",Age of Wonders II: The Wizard's Throne is a poorly-rated 2002 role-playing and turn-based strategy game. It's available on PC but doesn't have a Linux or Mac release.
